0.000000000000000000e+00 2.338396739147603172e-06
1.562500000000000000e-02 5.457897588210427563e-06
3.125000000000000000e-02 1.005920363531231537e-05
4.687500000000000000e-02 1.630046168265046684e-05
6.250000000000000000e-02 2.197583485068634629e-05
7.812500000000000000e-02 2.478076538958220185e-05
9.375000000000000000e-02 2.543849088619182567e-05
1.093750000000000000e-01 2.798968771769783835e-05
1.250000000000000000e-01 3.265076508605278095e-05
1.406250000000000000e-01 3.449343691807482969e-05
1.562500000000000000e-01 3.076551950278972550e-05
1.718750000000000000e-01 2.307778958442866882e-05
1.875000000000000000e-01 1.495605955558628124e-05
2.031250000000000000e-01 8.965648544193248121e-06
2.187500000000000000e-01 5.540192390848035458e-06
2.343750000000000000e-01 3.657337708508753931e-06
2.500000000000000000e-01 2.427053071522199770e-06
2.656250000000000000e-01 1.580187439754760981e-06
2.812500000000000000e-01 1.058558308220073639e-06
2.968750000000000000e-01 7.571339017743057126e-07
3.125000000000000000e-01 5.503042655203865072e-07
3.281250000000000000e-01 3.833648938527955516e-07
3.437500000000000000e-01 2.506182492706621830e-07
3.593750000000000000e-01 1.536434193391504098e-07
3.750000000000000000e-01 8.972772406822533998e-08
3.906250000000000000e-01 5.138136878591460351e-08
4.062500000000000000e-01 2.969776735641329020e-08
4.218750000000000000e-01 1.769785467528105642e-08
4.375000000000000000e-01 1.088917904536849574e-08
4.531250000000000000e-01 6.809643027792794395e-09
4.687500000000000000e-01 4.313874664640519829e-09
4.843750000000000000e-01 2.828337150664322086e-09
5.000000000000000000e-01 2.010932603396483630e-09
5.156250000000000000e-01 1.604384030998232628e-09
5.312500000000000000e-01 1.383120724258362995e-09
5.468750000000000000e-01 1.215402595280647535e-09
5.625000000000000000e-01 1.072023603461773917e-09
5.781250000000000000e-01 9.580483573431971501e-10
5.937500000000000000e-01 8.602151033804593191e-10
6.093750000000000000e-01 7.502716329238270991e-10
6.250000000000000000e-01 6.185447724748327482e-10
6.406250000000000000e-01 4.857772604807164750e-10
6.562500000000000000e-01 3.811576173776661814e-10
6.718750000000000000e-01 3.128016538145483620e-10
6.875000000000000000e-01 2.645031599774521224e-10
7.031250000000000000e-01 2.217484334990180854e-10
7.187500000000000000e-01 1.823753791826788019e-10
7.343750000000000000e-01 1.469259173077488685e-10
7.500000000000000000e-01 1.152143195792540076e-10
7.656250000000000000e-01 8.890768692752566174e-11
7.812500000000000000e-01 6.910295152690885758e-11
7.968750000000000000e-01 5.456372269387575226e-11
8.125000000000000000e-01 4.383950331053158746e-11
8.281250000000000000e-01 3.553787181463206908e-11
8.437500000000000000e-01 2.859492240027723119e-11
8.593750000000000000e-01 2.298914308924835093e-11
8.750000000000000000e-01 1.865864616640417301e-11
8.906250000000000000e-01 1.516379740110398298e-11
9.062500000000000000e-01 1.237501510256086546e-11
9.218750000000000000e-01 1.034100063274644144e-11
9.375000000000000000e-01 8.896153780977601281e-12
9.531250000000000000e-01 7.769631293071360531e-12
9.687500000000000000e-01 6.852566691318875448e-12
9.843750000000000000e-01 6.199518329293523848e-12
1.000000000000000000e+00 5.821254936433328873e-12
1.015625000000000000e+00 5.601756905562985086e-12
1.031250000000000000e+00 5.447940275988526538e-12
1.046875000000000000e+00 5.379005400818697456e-12
1.062500000000000000e+00 5.438139955710243511e-12
1.078125000000000000e+00 5.595730476204445552e-12
1.093750000000000000e+00 5.730956941646385292e-12
1.109375000000000000e+00 5.774663733304486710e-12
1.125000000000000000e+00 5.834330848303315165e-12
1.140625000000000000e+00 6.021615497897592206e-12
1.156250000000000000e+00 6.308716569980443722e-12
1.171875000000000000e+00 6.591645632103571018e-12
1.187500000000000000e+00 6.764847796519868339e-12
1.203125000000000000e+00 6.807312092488304600e-12
1.218750000000000000e+00 6.823292798829871941e-12
1.234375000000000000e+00 6.913926462598363187e-12
1.250000000000000000e+00 7.117403021117407746e-12
1.265625000000000000e+00 7.422435929771431518e-12
1.281250000000000000e+00 7.686949167473589029e-12
1.296875000000000000e+00 7.769411849989360519e-12
1.312500000000000000e+00 7.688516490134134074e-12
1.328125000000000000e+00 7.559671638679432704e-12
1.343750000000000000e+00 7.521987373249050535e-12
1.359375000000000000e+00 7.626865285159656338e-12
1.375000000000000000e+00 7.760622873498324026e-12
1.390625000000000000e+00 7.793153275481579101e-12
1.406250000000000000e+00 7.729759540775482662e-12
1.421875000000000000e+00 7.667072705885846773e-12
1.437500000000000000e+00 7.677010069317979912e-12
1.453125000000000000e+00 7.760558688729712884e-12
1.468750000000000000e+00 7.803130537553659707e-12
1.484375000000000000e+00 7.656588904558780939e-12
1.500000000000000000e+00 7.367950867476213972e-12
1.515625000000000000e+00 7.143793803038311907e-12
1.531250000000000000e+00 7.095552877894872879e-12
1.546875000000000000e+00 7.148176581900367310e-12
1.562500000000000000e+00 7.146329535079321005e-12
1.578125000000000000e+00 7.058526072661885920e-12
1.593750000000000000e+00 7.001216880547778132e-12
1.609375000000000000e+00 7.020984054556533849e-12
1.625000000000000000e+00 7.031006419438989852e-12
1.640625000000000000e+00 6.906218652513729239e-12
1.656250000000000000e+00 6.622619119767136908e-12
1.671875000000000000e+00 6.338264114946756678e-12
1.687500000000000000e+00 6.172625344885718235e-12
