0.000000000000000000e+00,1.089758346817056007e-09
1.562500000000000000e-02,1.294922329234800806e-09
3.125000000000000000e-02,8.621074555982202958e-10
4.687500000000000000e-02,2.312405666568924535e-09
6.250000000000000000e-02,6.118883044148018948e-09
7.812500000000000000e-02,1.175672185907828621e-08
9.375000000000000000e-02,1.749579635804980448e-08
1.093750000000000000e-01,2.107411509229510966e-08
1.250000000000000000e-01,2.202152625121606365e-08
1.406250000000000000e-01,2.185882859614458629e-08
1.562500000000000000e-01,2.133283542796675514e-08
1.718750000000000000e-01,2.018241794461240232e-08
1.875000000000000000e-01,1.902987238105392242e-08
2.031250000000000000e-01,1.840768629286215531e-08
2.187500000000000000e-01,1.780039563306146043e-08
2.343750000000000000e-01,1.676118729893754489e-08
2.500000000000000000e-01,1.582669253923979022e-08
2.656250000000000000e-01,1.612299851127867651e-08
2.812500000000000000e-01,1.741451298015930642e-08
2.968750000000000000e-01,1.807221181603609325e-08
3.125000000000000000e-01,1.730233579582035184e-08
3.281250000000000000e-01,1.595405045466281264e-08
3.437500000000000000e-01,1.515604814591365977e-08
3.593750000000000000e-01,1.483881899522538771e-08
3.750000000000000000e-01,1.435839752209360497e-08
3.906250000000000000e-01,1.345078175165052630e-08
4.062500000000000000e-01,1.235247879753793078e-08
4.218750000000000000e-01,1.133582106481666404e-08
4.375000000000000000e-01,1.045021322641362668e-08
4.531250000000000000e-01,9.934700822939672060e-09
4.687500000000000000e-01,9.868297327545996069e-09
4.843750000000000000e-01,9.705218563652780687e-09
5.000000000000000000e-01,9.207997362604194807e-09
5.156250000000000000e-01,8.891649367562617080e-09
5.312500000000000000e-01,9.051243911344596260e-09
5.468750000000000000e-01,9.326792637545927984e-09
5.625000000000000000e-01,9.340225250590015782e-09
5.781250000000000000e-01,9.059298760959665366e-09
5.937500000000000000e-01,8.794885844208646661e-09
6.093750000000000000e-01,8.611296452667377408e-09
6.250000000000000000e-01,8.122315886391690746e-09
6.406250000000000000e-01,7.251349007188198984e-09
6.562500000000000000e-01,6.370273272340630849e-09
6.718750000000000000e-01,5.810739402342025782e-09
6.875000000000000000e-01,5.728170101822264529e-09
7.031250000000000000e-01,5.948014937628031160e-09
7.187500000000000000e-01,5.912890626913936325e-09
7.343750000000000000e-01,5.308988129004974132e-09
7.500000000000000000e-01,4.444237035814087662e-09
7.656250000000000000e-01,3.884690276889663336e-09
7.812500000000000000e-01,3.856541931386202626e-09
7.968750000000000000e-01,4.172120516597367014e-09
8.125000000000000000e-01,4.526817990053350490e-09
8.281250000000000000e-01,4.748202801469167754e-09
8.437500000000000000e-01,4.874220821050900791e-09
8.593750000000000000e-01,4.937847408584008348e-09
8.750000000000000000e-01,4.839659583087929752e-09
8.906250000000000000e-01,4.532234207060586924e-09
9.062500000000000000e-01,4.142252894386436727e-09
9.218750000000000000e-01,3.838195235752964120e-09
9.375000000000000000e-01,3.747760261211031513e-09
9.531250000000000000e-01,3.829083876920255714e-09
9.687500000000000000e-01,3.849116885778084673e-09
9.843750000000000000e-01,3.722006231795931543e-09
1.000000000000000000e+00,3.550614842390852296e-09
1.015625000000000000e+00,3.466318156800868798e-09
1.031250000000000000e+00,3.497126734053753700e-09
1.046875000000000000e+00,3.493007186967571395e-09
1.062500000000000000e+00,3.356452523814703436e-09
1.078125000000000000e+00,3.147803020455340633e-09
1.093750000000000000e+00,2.955840397336055866e-09
1.109375000000000000e+00,2.829526974357847817e-09
1.125000000000000000e+00,2.751400373041948870e-09
1.140625000000000000e+00,2.663560389826653273e-09
1.156250000000000000e+00,2.564322200279614727e-09
1.171875000000000000e+00,2.493287251042850723e-09
1.187500000000000000e+00,2.390696081078097928e-09
1.203125000000000000e+00,2.199230640502254991e-09
1.218750000000000000e+00,2.007795459988268588e-09
1.234375000000000000e+00,1.927283907143393620e-09
1.250000000000000000e+00,1.961992718092538344e-09
1.265625000000000000e+00,2.035971543034651650e-09
1.281250000000000000e+00,2.121021523606077679e-09
1.296875000000000000e+00,2.288124974263406509e-09
1.312500000000000000e+00,2.564462163914239916e-09
1.328125000000000000e+00,2.896404472146478997e-09
1.343750000000000000e+00,3.191128793643848170e-09
1.359375000000000000e+00,3.321308329058701742e-09
1.375000000000000000e+00,3.216201140420822584e-09
1.390625000000000000e+00,2.945799216541830975e-09
1.406250000000000000e+00,2.707562783197116846e-09
1.421875000000000000e+00,2.604782723875860115e-09
1.437500000000000000e+00,2.544368828669026207e-09
1.453125000000000000e+00,2.437247670811052448e-09
1.468750000000000000e+00,2.295700680471138887e-09
1.484375000000000000e+00,2.197274673090189731e-09
1.500000000000000000e+00,2.209571861679892429e-09
1.515625000000000000e+00,2.282166743374095510e-09
1.531250000000000000e+00,2.233518968793019946e-09
1.546875000000000000e+00,1.991765165062648497e-09
1.562500000000000000e+00,1.739049309335782999e-09
1.578125000000000000e+00,1.610137429417076426e-09
1.593750000000000000e+00,1.510627429705721927e-09
1.609375000000000000e+00,1.414893780415713210e-09
1.625000000000000000e+00,1.386853375739800834e-09
1.640625000000000000e+00,1.425813398295859159e-09
1.656250000000000000e+00,1.472262190209792314e-09
