0.000000000000000000e+00,1.968998647716733129e-03
1.562500000000000000e-02,3.027198885261045500e-03
3.125000000000000000e-02,3.429775774948150280e-03
4.687500000000000000e-02,3.625594349746250403e-03
6.250000000000000000e-02,3.599396705670972977e-03
7.812500000000000000e-02,3.488794017106037430e-03
9.375000000000000000e-02,3.362861419672373217e-03
1.093750000000000000e-01,3.233236454282437632e-03
1.250000000000000000e-01,3.258977550847631972e-03
1.406250000000000000e-01,3.518710442747748166e-03
1.562500000000000000e-01,3.684364509397357497e-03
1.718750000000000000e-01,3.556101136736515220e-03
1.875000000000000000e-01,3.482713248926763878e-03
2.031250000000000000e-01,3.692519677380862782e-03
2.187500000000000000e-01,3.838225592965475996e-03
2.343750000000000000e-01,3.736783069616913394e-03
2.500000000000000000e-01,3.493439724870159649e-03
2.656250000000000000e-01,3.140934187049068682e-03
2.812500000000000000e-01,2.717374942486918635e-03
2.968750000000000000e-01,2.437608508276731863e-03
3.125000000000000000e-01,2.529762955693676610e-03
3.281250000000000000e-01,2.979565947554739091e-03
3.437500000000000000e-01,3.517538962078726322e-03
3.593750000000000000e-01,3.843777003029220148e-03
3.750000000000000000e-01,3.808225811171701142e-03
3.906250000000000000e-01,3.511632739849400702e-03
4.062500000000000000e-01,3.287932777402298706e-03
4.218750000000000000e-01,3.445519728763351500e-03
4.375000000000000000e-01,3.870612772759473002e-03
4.531250000000000000e-01,4.144670493920351272e-03
4.687500000000000000e-01,4.077929031559329037e-03
4.843750000000000000e-01,3.864569928628193429e-03
5.000000000000000000e-01,3.699019804261367145e-03
5.156250000000000000e-01,3.492581847558540089e-03
5.312500000000000000e-01,3.325445149579971896e-03
5.468750000000000000e-01,3.587920939056893962e-03
5.625000000000000000e-01,4.108885471352278877e-03
5.781250000000000000e-01,4.311635141115682801e-03
5.937500000000000000e-01,4.045293990177781067e-03
6.093750000000000000e-01,3.641714662785764528e-03
6.250000000000000000e-01,3.535072552778863696e-03
6.406250000000000000e-01,3.680701416319045842e-03
6.562500000000000000e-01,3.676674870658840164e-03
6.718750000000000000e-01,3.414014556299679870e-03
6.875000000000000000e-01,3.151513451284334005e-03
7.031250000000000000e-01,3.058649208718532565e-03
7.187500000000000000e-01,3.117925352884856876e-03
7.343750000000000000e-01,3.378711437076989139e-03
7.500000000000000000e-01,3.760894204253701929e-03
7.656250000000000000e-01,4.052376190195242263e-03
7.812500000000000000e-01,4.128846660612080048e-03
7.968750000000000000e-01,4.016416025209409296e-03
8.125000000000000000e-01,3.828345814206302131e-03
8.281250000000000000e-01,3.749392198731968211e-03
8.437500000000000000e-01,3.856145747496713457e-03
8.593750000000000000e-01,3.932596500938566678e-03
8.750000000000000000e-01,3.804629686536911432e-03
8.906250000000000000e-01,3.570765136405544462e-03
9.062500000000000000e-01,3.445127805447449273e-03
9.218750000000000000e-01,3.547384980903109820e-03
9.375000000000000000e-01,3.747617820238782239e-03
9.531250000000000000e-01,3.829069501724846180e-03
9.687500000000000000e-01,3.815292431872380815e-03
9.843750000000000000e-01,3.833193458118974543e-03
1.000000000000000000e+00,3.814709587394151009e-03
1.015625000000000000e+00,3.698396183209223462e-03
1.031250000000000000e+00,3.627157460013915192e-03
1.046875000000000000e+00,3.711848147448580486e-03
1.062500000000000000e+00,3.827323523307858081e-03
1.078125000000000000e+00,3.835162665102040749e-03
1.093750000000000000e+00,3.763573808527902707e-03
1.109375000000000000e+00,3.683872063579103281e-03
1.125000000000000000e+00,3.629877698738892371e-03
1.140625000000000000e+00,3.612596641032314506e-03
1.156250000000000000e+00,3.580261663506518772e-03
1.171875000000000000e+00,3.565414585301912229e-03
1.187500000000000000e+00,3.724735162631706564e-03
1.203125000000000000e+00,3.965023645322389954e-03
1.218750000000000000e+00,4.015383532927573572e-03
1.234375000000000000e+00,3.886670238693944873e-03
1.250000000000000000e+00,3.751987116669111468e-03
1.265625000000000000e+00,3.554892455556987133e-03
1.281250000000000000e+00,3.266630357206961460e-03
1.296875000000000000e+00,3.224980859147034886e-03
1.312500000000000000e+00,3.580918105082363592e-03
1.328125000000000000e+00,3.916040622782962326e-03
1.343750000000000000e+00,3.900340238797021623e-03
1.359375000000000000e+00,3.641046653414058316e-03
1.375000000000000000e+00,3.534903537405814124e-03
1.390625000000000000e+00,3.785240176987384863e-03
1.406250000000000000e+00,4.190788754594955076e-03
1.421875000000000000e+00,4.482957432272093208e-03
1.437500000000000000e+00,4.493091741811582919e-03
1.453125000000000000e+00,4.244893379685612395e-03
1.468750000000000000e+00,3.959212030584705055e-03
1.484375000000000000e+00,3.855691921298541429e-03
1.500000000000000000e+00,3.902854397742427841e-03
1.515625000000000000e+00,3.953061266536199263e-03
1.531250000000000000e+00,4.007058760602501095e-03
1.546875000000000000e+00,4.009493349623771165e-03
1.562500000000000000e+00,3.881881444618438207e-03
